region,motif_score,chip_signal,label
chr7:55593665-55594165,9.774690718274137,39.4384,1
chr5:177500902-177501402,9.774690718274137,87.398,1
chr8:22066740-22067240,9.774690718274137,12.1401,1
chr2:230987149-230987649,9.774690718274137,54.2921,1
chr5:154467593-154468093,9.774690718274137,87.6457,1
chr22:22942681-22943181,9.752026733638193,68.1281,1
chr16:88737266-88737766,9.735182176990463,152.118,1
chr16:88737465-88737965,9.735182176990463,113.934,1
chr17:80196001-80196501,9.735182176990463,59.0872,1
chr10:117442809-117443309,9.735182176990463,84.1968,1
chr10:30726695-30727195,9.69897000433602,36.0399,1
chr10:29448965-29449465,9.69897000433602,42.295,1
chr21:38159211-38159711,9.69897000433602,111.262,1
chr10:30726907-30727407,9.69897000433602,26.9567,1
chr7:128883535-128884035,9.69897000433602,84.044,1
chr2:85300271-85300771,9.686132779630846,92.407,1
chr8:29340122-29340622,9.67778070526608,66.3547,1
chr1:175154799-175155299,9.647817481888636,91.2709,1
chr11:1652606-1653106,9.647817481888636,43.4244,1
chr1:904507-905007,9.647817481888636,28.1278,1
chr8:142782622-142783122,9.63264407897398,70.2027,1
chr13:28805140-28805640,9.63264407897398,46.7009,1
chr8:142782422-142782922,9.63264407897398,90.8057,1
chr5:91419531-91420031,9.63264407897398,48.1096,1
chr21:31865993-31866493,9.61798295742513,73.6482,1
chr21:31866193-31866693,9.61798295742513,55.63,1
chr13:51286346-51286846,9.596879478824182,72.6841,1
chr12:111396842-111397342,9.596879478824182,106.807,1
chr20:2006613-2007113,9.58335949266172,41.5273,1
chr15:89206764-89207264,9.58335949266172,95.4678,1
chr13:26698617-26699117,9.58335949266172,98.7027,1
chr2:217993783-217994283,9.568636235841012,61.717,1
chr1:212455817-212456317,9.568636235841012,50.0119,1
chr5:170070956-170071456,9.554395796726402,47.4443,1
chr14:54805739-54806239,9.554395796726402,89.8269,1
chr6:44074468-44074968,9.554395796726402,96.1785,1
chr5:170070752-170071252,9.554395796726402,68.3941,1
chr12:576019-576519,9.54515513999149,48.1794,1
chr17:28540668-28541168,9.54515513999149,78.8463,1
chr19:44800403-44800903,9.54515513999149,77.4962,1
chr16:57757122-57757622,9.54515513999149,45.774,1
chr16:71610968-71611468,9.54515513999149,71.7028,1
chr6:106979360-106979860,9.54515513999149,104.912,1
chr20:23996102-23996602,9.54515513999149,61.5027,1
chr6:2634402-2634902,9.53313237964589,76.0688,1
chr20:63973829-63974329,9.53313237964589,164.367,1
chr10:123994514-123995014,9.512861624522811,75.0794,1
chr3:42547364-42547864,9.512861624522811,62.812,1
chr10:123994713-123995213,9.512861624522811,55.5698,1
chr11:71639112-71639612,9.512861624522811,24.4688,1
chr9:131762382-131762882,9.512861624522811,64.9688,1
chr3:42547567-42548067,9.512861624522811,48.1897,1
chr7:97928257-97928757,9.497572880015568,37.1616,1
chr11:3581103-3581603,9.497572880015568,11.5371,1
chr11:67955628-67956128,9.497572880015568,36.1319,1
chr1:167556054-167556554,9.497572880015568,57.5384,1
chr3:125766134-125766634,9.497572880015568,12.4373,1
chr3:75580179-75580679,9.497572880015568,7.64367,1
chr19:42034656-42035156,9.497572880015568,84.0862,1
chr12:8396603-8397103,9.497572880015568,18.2231,1
chr15:64153493-64153993,9.497572880015568,99.0592,1
chr3:125766343-125766843,9.497572880015568,12.8693,1
chr16:29700409-29700909,9.497572880015568,87.6156,1
chr4:9532034-9532534,9.497572880015568,13.5693,1
chr12:8390386-8390886,9.497572880015568,4.97158,1
chr4:9000408-9000908,9.497572880015568,16.9028,1
chr8:57343451-57343951,9.490797477668895,69.8489,1
chr1:2174223-2174723,9.490797477668895,59.0477,1
chr8:57343250-57343750,9.490797477668895,91.5365,1
chr8:141346860-141347360,9.48017200622428,101.227,1
chr8:141347060-141347560,9.48017200622428,80.5071,1
chr8:89983975-89984475,9.48017200622428,115.589,1
chr2:16757129-16757629,9.467245621007502,85.1017,1
chr6:107848185-107848685,9.454692883534175,67.4789,1
chr1:984080-984580,9.447331783887806,41.0086,1
chr22:49929444-49929944,9.440093374963888,18.7786,1
chr11:60830949-60831449,9.440093374963888,101.365,1
chr3:133927524-133928024,9.424812155072338,44.5097,1
chr1:173420264-173420764,9.412289034981088,74.6752,1
chr18:57557779-57558279,9.412289034981088,56.3107,1
chr2:1550859-1551359,9.397940008672036,54.0565,1
chr3:134492436-134492936,9.397940008672036,55.7477,1
chr2:1550655-1551155,9.397940008672036,68.183,1
chr17:17354839-17355339,9.397940008672036,55.6377,1
chr3:126522202-126522702,9.397940008672036,69.6761,1
chr18:24118927-24119427,9.397940008672036,59.7478,1
chr9:122350523-122351023,9.397940008672036,122.211,1
chr16:88443143-88443643,9.397940008672036,92.0839,1
chr16:88442939-88443439,9.397940008672036,124.641,1
chr3:50121473-50121973,9.397940008672036,62.593,1
chr1:5509815-5510315,9.397940008672036,57.1645,1
chr5:150436010-150436510,9.397940008672036,63.503,1
chr19:1672056-1672556,9.397940008672036,56.9822,1
chr22:37567246-37567746,9.397940008672036,43.4132,1
chrX:46978557-46979057,9.397940008672036,31.5526,1
chr5:135457400-135457900,9.397940008672036,89.8949,1
chr10:75099874-75100374,9.388276691992658,62.796,1
chr14:104976040-104976540,9.388276691992658,110.628,1
chr8:6800640-6801140,9.378823718224965,36.7018,1
chr10:80662609-80663109,9.378823718224965,61.077,1
chr19:2474477-2474977,9.365522729839268,29.4062,1
chr17:75632843-75633343,9.365522729839268,166.155,1
chr18:61581763-61582263,9.365522729839268,56.2835,1
chr15:98518996-98519496,9.365522729839268,82.9867,1
chr15:98519201-98519701,9.365522729839268,59.7373,1
chr1:226121491-226121991,9.349692476868064,29.7857,1
chr2:11784852-11785352,9.349692476868064,49.9621,1
chr14:106257497-106257997,9.349692476868064,50.6494,1
chr6:26595706-26596206,9.337242168318426,74.5399,1
chr14:103500286-103500786,9.337242168318426,77.97,1
chr2:84925847-84926347,9.337242168318426,152.548,1
chr14:103500081-103500581,9.337242168318426,99.9552,1
chr6:26595908-26596408,9.337242168318426,55.0782,1
chr16:77971508-77972008,9.337242168318426,101.271,1
chr2:84925647-84926147,9.337242168318426,205.382,1
chr1:247372657-247373157,9.326979092871104,45.7757,1
chr11:33808173-33808673,9.316052869248487,60.3985,1
chr1:23216651-23217151,9.316052869248487,37.3295,1
chr1:23216850-23217350,9.316052869248487,27.7288,1
chr2:19350003-19350503,9.316052869248487,30.8546,1
chr3:58532686-58533186,9.306273051076351,48.3414,1
chr13:107205241-107205741,9.290730039024169,43.6219,1
chr17:45592284-45592784,9.290730039024169,16.1173,1
chr17:46253741-46254241,9.290730039024169,22.1156,1
chr11:78046130-78046630,9.290730039024169,96.0267,1
chr17:45592485-45592985,9.290730039024169,13.4579,1
chr2:112726653-112727153,9.290730039024169,93.1279,1
chr22:41697233-41697733,9.273272790973428,83.2001,1
chr10:14032351-14032851,9.273272790973428,25.7146,1
chr1:156659896-156660396,9.273272790973428,135.227,1
chr22:41697029-41697529,9.273272790973428,93.4649,1
chr17:41665811-41666311,9.273272790973428,46.3478,1
chr21:34693147-34693647,9.263603497723356,51.3644,1
chr6:34055159-34055659,9.254144804826272,68.6702,1
chr1:176897939-176898439,9.254144804826272,81.6745,1
chr6:32413376-32413876,9.254144804826272,67.2633,1
chr8:95890499-95890999,9.254144804826272,87.6255,1
chr1:176897734-176898234,9.254144804826272,125.543,1
chr1:9495344-9495844,9.24033215531037,31.7689,1
chr18:37537804-37538304,9.24033215531037,24.3538,1
chr15:98311523-98312023,9.24033215531037,91.0189,1
chr1:9495140-9495640,9.24033215531037,50.2839,1
chr15:74438672-74439172,9.24033215531037,105.686,1
chr19:13093698-13094198,9.22257317761069,70.7481,1
chr22:30286760-30287260,9.22257317761069,51.3959,1
chr11:62424648-62425148,9.22257317761069,50.6028,1
chr17:29117050-29117550,9.22257317761069,82.3824,1
chr21:31604532-31605032,9.211831628858832,61.6183,1
chr17:75749813-75750313,9.211831628858832,135.474,1
chr17:75750013-75750513,9.211831628858832,99.2939,1
chr14:94486202-94486702,9.20551195334083,145.385,1
chr6:31366822-31367322,9.20551195334083,79.5202,1
chr7:44922047-44922547,9.185086818724926,64.0928,1
chr12:7859871-7860371,9.185086818724926,63.123,1
chr12:7995127-7995627,9.185086818724926,60.5647,1
chr7:101192424-101192924,9.170696227168976,98.0744,1
chr15:40279301-40279801,9.170696227168976,71.5373,1
chr2:43127063-43127563,9.170696227168976,25.8279,1
chr1:201254472-201254972,9.159266765388193,145.106,1
chr17:41647828-41648328,9.159266765388193,70.0681,1
chr13:27361894-27362394,9.159266765388193,93.167,1
chr3:47371074-47371574,9.159266765388193,4.70095,1
chr14:104094549-104095049,9.1518108830086,109.716,1
chr14:104094749-104095249,9.1518108830086,85.2008,1
chr17:78112549-78113049,9.1518108830086,87.1278,1
chr3:15108011-15108511,9.129011186239424,84.347,1
chr12:50039140-50039640,9.129011186239424,97.3698,1
chr12:54399217-54399717,9.129011186239424,114.384,1
chr6:44151779-44152279,9.129011186239424,136.769,1
chr6:44151984-44152484,9.129011186239424,101.976,1
chr16:87849894-87850394,9.11747546204512,120.157,1
chr1:151070975-151071475,9.11747546204512,123.316,1
chr15:34209944-34210444,9.11747546204512,50.4704,1
chr18:80171144-80171644,9.11747546204512,33.8384,1
chr12:57782418-57782918,9.11747546204512,99.8207,1
chr16:87850095-87850595,9.11747546204512,90.0343,1
chr7:102279585-102280085,9.10790539730952,97.1696,1
chr7:102279380-102279880,9.10790539730952,140.494,1
chr1:157090058-157090558,9.10790539730952,86.1721,1
chr2:47767833-47768333,9.10790539730952,86.4918,1
chr10:94320234-94320734,9.097453220686008,50.7266,1
chr2:75064856-75065356,9.097453220686008,80.4319,1
chr8:71651787-71652287,9.097453220686008,28.9937,1
chr15:74800083-74800583,9.097453220686008,128.133,1
chr12:100668856-100669356,9.097453220686008,104.655,1
chr8:37700249-37700749,9.097453220686008,28.7682,1
chr2:98569146-98569646,9.087777943467584,88.6331,1
chr21:40386262-40386762,9.087777943467584,93.2189,1
chr18:839275-839775,9.079354998593212,60.0069,1
chr2:120680197-120680697,9.079354998593212,45.3219,1
chr14:103900987-103901487,9.079354998593212,105.093,1
chr17:28494645-28495145,9.068033885271827,76.7982,1
chr15:70460113-70460613,9.068033885271827,65.7183,1
chr7:95916520-95917020,9.068033885271827,111.814,1
chr15:70460336-70460836,9.068033885271827,45.9002,1
chr7:104883597-104884097,9.068033885271827,105.315,1
chr4:138680940-138681440,9.056505484093895,63.4734,1
chr15:88246945-88247445,9.056505484093895,82.2348,1
chr8:141075530-141076030,9.056505484093895,28.7636,1
chr7:30740416-30740916,9.056505484093895,110.316,1
chr1:240004057-240004557,9.056505484093895,37.4637,1
chr14:23562667-23563167,9.056505484093895,87.2051,1
chr1:43227180-43227680,9.056505484093895,62.3741,1
chr15:88246745-88247245,9.056505484093895,107.678,1
chr4:138681140-138681640,9.056505484093895,47.7553,1
chr1:1063732-1064232,9.047691990337874,65.7497,1
chr19:34973127-34973627,9.047691990337874,151.824,1
chr10:125048024-125048524,9.047691990337874,65.6522,1
chr6:31952275-31952775,9.047691990337874,101.168,1
chr9:92138041-92138541,9.047691990337874,77.7234,1
chr17:8410206-8410706,9.047691990337874,60.6096,1
chr6:35241041-35241541,9.047691990337874,115.156,1
chr18:70490268-70490768,9.047691990337874,32.0708,1
chr1:202188866-202189366,9.047691990337874,61.1172,1
chr2:237571940-237572440,9.03763066432998,137.354,1
chr5:150560835-150561335,9.03763066432998,73.6708,1
chr19:14479973-14480473,9.03763066432998,44.6027,1
chr2:8685706-8686206,9.03763066432998,70.2437,1
chr5:141960664-141961164,9.03763066432998,93.1571,1
chr14:23327975-23328475,9.03763066432998,90.2472,1
chr2:237572143-237572643,9.03763066432998,93.4292,1
chr2:153519229-153519729,9.02502800570193,61.36,1
chr17:73429304-73429804,9.02502800570193,104.898,1
chr3:195914960-195915460,9.02502800570193,100.436,1
chr9:128863499-128863999,9.01592296609717,79.7661,1
chr1:205528879-205529379,9.01592296609717,122.289,1
chr14:95442430-95442930,9.01592296609717,76.4311,1
chr5:17189376-17189876,9.01592296609717,123.371,1
chr12:3275370-3275870,9.01592296609717,71.0438,1
chrX:134253910-134254410,9.01592296609717,50.3309,1
chr5:17189579-17190079,9.01592296609717,80.9243,1
chr9:83649045-83649545,9.01592296609717,75.9249,1
chr19:47790312-47790812,9.00788851221305,84.5425,1
chr3:52220361-52220861,9.00788851221305,38.504,1
chr9:128438523-128439023,9.00788851221305,82.2309,1
chr10:79374491-79374991,9.00788851221305,78.7499,1
chr17:27654866-27655366,9.00788851221305,208.501,1
chr8:133449401-133449901,9.00788851221305,109.084,1
chr17:27654657-27655157,9.00788851221305,269.322,1
chrX:110168028-110168528,9.001304841688345,35.6262,1
chrX:8743072-8743572,9.001304841688345,50.1316,1
chrX:110167821-110168321,9.001304841688345,47.2409,1
chr18:2104804-2105304,8.991399828238082,52.4051,1
chr9:132169927-132170427,8.991399828238082,76.1532,1
chr18:2105005-2105505,8.991399828238082,40.2772,1
chr17:3846133-3846633,8.991399828238082,50.5948,1
chr15:40274626-40275126,8.991399828238082,210.829,1
chr9:132169728-132170228,8.991399828238082,94.4427,1
chr16:7025542-7026042,8.978810700930062,61.0129,1
chr9:126860327-126860827,8.978810700930062,72.7422,1
chr9:126860122-126860622,8.978810700930062,100.711,1
chr2:102753497-102753997,8.96657624451305,67.2466,1
chr1:167803270-167803770,8.958607314841775,72.7315,1
chr16:8880180-8880680,8.958607314841775,80.3393,1
chr2:232440497-232440997,8.958607314841775,55.7714,1
chr7:65621509-65622009,8.958607314841775,17.7158,1
chr17:73255813-73256313,8.958607314841775,85.6314,1
chr14:103518467-103518967,8.958607314841775,108.587,1
chr22:36301222-36301722,8.958607314841775,39.9704,1
chr7:126899972-126900472,8.958607314841775,33.0928,1
chr14:103518676-103519176,8.958607314841775,72.8025,1
chr17:73255612-73256112,8.958607314841775,113.209,1
chr11:44911261-44911761,8.958607314841775,33.6343,1
chr19:55467936-55468436,8.954677021213342,51.1611,1
chr19:55467731-55468231,8.954677021213342,74.5494,1
chr2:231715167-231715667,8.954677021213342,77.6076,1
chr9:126500820-126501320,8.954677021213342,72.163,1
chr12:1795949-1796449,8.943095148663527,64.35,1
chr1:223749097-223749597,8.943095148663527,58.2903,1
chr1:117758786-117759286,8.943095148663527,121.321,1
chr1:23184604-23185104,8.943095148663527,42.8877,1
chr11:110201266-110201766,8.943095148663527,38.6139,1
chr10:79196804-79197304,8.943095148663527,69.146,1
chr12:1796148-1796648,8.943095148663527,48.149,1
chr18:70598788-70599288,8.943095148663527,9.59872,1
chr6:41066771-41067271,8.928117992693874,58.9204,1
chr15:89647223-89647723,8.928117992693874,84.3247,1
chr15:89647024-89647524,8.928117992693874,100.411,1
chr2:151437516-151438016,8.928117992693874,22.1511,1
chr13:31742041-31742541,8.928117992693874,82.8075,1
chr20:57597083-57597583,8.928117992693874,115.699,1
chr20:57596871-57597371,8.928117992693874,174.758,1
chr3:58568511-58569011,8.928117992693874,51.1988,1
chr7:128841927-128842427,8.928117992693874,33.0445,1
chr16:55712217-55712717,8.928117992693874,31.4426,1
chr14:50777808-50778308,8.928117992693874,77.9546,1
chr7:128842126-128842626,8.928117992693874,25.2372,1
chr15:36883592-36884092,8.928117992693874,47.8158,1
chr1:17419765-17420265,8.91721462968355,78.2855,1
chr16:85303183-85303683,8.91721462968355,40.3408,1
chr2:217886669-217887169,8.91721462968355,59.2656,1
chr17:68011082-68011582,8.910094888560602,88.6998,1
chr17:68011281-68011781,8.910094888560602,54.9412,1
chr4:183472171-183472671,8.910094888560602,40.1415,1
chr20:31634156-31634656,8.910094888560602,101.782,1
chr1:2547946-2548446,8.910094888560602,62.4095,1
chr2:165014975-165015475,8.903089986991944,74.9105,1
chr14:70972322-70972822,8.903089986991944,96.9285,1
chr4:52376049-52376549,8.896196279044043,41.5875,1
chr22:49305326-49305826,8.896196279044043,22.2983,1
chr6:146857370-146857870,8.896196279044043,93.4459,1
chr11:2428132-2428632,8.896196279044043,51.6923,1
chr6:146857569-146858069,8.896196279044043,70.7719,1
chr22:49305127-49305627,8.896196279044043,30.618,1
chr5:43661068-43661568,8.896196279044043,28.9053,1
chr12:6538015-6538515,8.882728704344236,29.5254,1
chr19:48351192-48351692,8.882728704344236,92.2114,1
chr9:128117540-128118040,8.882728704344236,243.827,1
chr12:6537807-6538307,8.882728704344236,38.6292,1
chr16:85316347-85316847,8.872895201635192,75.6536,1
chr7:92424505-92425005,8.872895201635192,102.144,1
chr22:22576274-22576774,8.872895201635192,47.8128,1
chr16:10801-11301,8.872895201635192,27.9533,1
chr11:67351134-67351634,8.863279432843592,93.1409,1
chr14:64511017-64511517,8.863279432843592,130.951,1
chr5:177309611-177310111,8.853871964321762,72.4863,1
chr2:22355761-22356261,8.844663962534938,44.725,1
chr21:44949682-44950182,8.844663962534938,100.866,1
chr1:15323457-15323957,8.844663962534938,59.3576,1
chr1:68116591-68117091,8.844663962534938,45.1636,1
chr20:39048017-39048517,8.844663962534938,73.1858,1
chr20:63056515-63057015,8.844663962534938,100.761,1
chr6:20126877-20127377,8.844663962534938,71.1861,1
chr12:54596373-54596873,8.844663962534938,70.3496,1
chr2:60674513-60675013,8.844663962534938,71.4584,1
chr1:8348909-8349409,8.844663962534938,57.7765,1
chr20:63056310-63056810,8.844663962534938,137.16,1
chr6:20126678-20127178,8.844663962534938,87.9322,1
chr7:30983520-30984020,8.844663962534938,80.1647,1
chr19:43519427-43519927,8.832682665251824,73.9757,1
chr14:60625295-60625795,8.832682665251824,87.9705,1
chr22:49701715-49702215,8.832682665251824,8.05143,1
chr16:75199257-75199757,8.832682665251824,112.865,1
chr11:21511806-21512306,8.832682665251824,43.0765,1
chr17:41737918-41738418,8.832682665251824,59.587,1
chr16:57519684-57520184,8.821023052706831,70.743,1
chr8:141431411-141431911,8.821023052706831,78.6495,1
chr7:35916914-35917414,8.821023052706831,35.1659,1
chr16:69930127-69930627,8.821023052706831,65.248,1
chr22:30634335-30634835,8.821023052706831,79.4163,1
chr3:10945811-10946311,8.821023052706831,75.1513,1
chr2:27016789-27017289,8.821023052706831,92.6359,1
chr16:57519885-57520385,8.821023052706831,56.0633,1
chr3:10945612-10946112,8.821023052706831,93.3411,1
chr1:12118522-12119022,8.821023052706831,70.0328,1
chr1:37454770-37455270,8.812479279163536,97.6415,1
chr8:87581842-87582342,8.804100347590767,56.0215,1
chr19:40634434-40634934,8.804100347590767,209.135,1
chr4:76179749-76180249,8.804100347590767,79.4441,1
chr12:546864-547364,8.790484985457368,67.6244,1
chr1:10210099-10210599,8.790484985457368,44.0475,1
chr17:45385462-45385962,8.790484985457368,86.9176,1
chr14:106153308-106153808,8.790484985457368,47.8672,1
chr11:87352662-87353162,8.790484985457368,43.7944,1
chr20:38057457-38057957,8.790484985457368,66.868,1
chr19:35510291-35510791,8.779891911959945,83.2549,1
chr9:91734325-91734825,8.779891911959945,72.6472,1
chr10:132836836-132837336,8.779891911959945,85.2318,1
chr1:27663103-27663603,8.779891911959945,62.5276,1
chr9:91734524-91735024,8.779891911959945,55.6562,1
chr13:100572978-100573478,8.779891911959945,25.3162,1
chr19:46009663-46010163,8.779891911959945,67.4593,1
chr17:8093971-8094471,8.779891911959945,34.887,1
chr17:8093772-8094272,8.779891911959945,39.3449,1
chrX:37745310-37745810,8.779891911959945,40.6244,1
chr3:184354191-184354691,8.769551078621726,56.8451,1
chr3:184354396-184354896,8.769551078621726,43.4409,1
chr13:36420291-36420791,8.769551078621726,88.8897,1
chr21:18499729-18500229,8.769551078621726,52.9504,1
chr5:149636734-149637234,8.769551078621726,71.598,1
chr2:231482652-231483152,8.769551078621726,53.0613,1
chr7:30938676-30939176,8.761953896871205,59.7307,1
chr9:133589351-133589851,8.761953896871205,40.0545,1
chr11:66282406-66282906,8.75448733218585,91.4618,1
chr1:110619268-110619768,8.75448733218585,90.7294,1
chr9:126781717-126782217,8.75448733218585,98.2145,1
chr9:122099223-122099723,8.75448733218585,58.1261,1
chr19:39052205-39052705,8.75448733218585,66.0603,1
chr5:67245989-67246489,8.75448733218585,66.0824,1
chr10:44386524-44387024,8.742321425130816,57.2768,1
chr2:68751662-68752162,8.742321425130816,90.5179,1
chr10:114471299-114471799,8.742321425130816,68.1189,1
chr4:163550217-163550717,8.742321425130816,58.2548,1
chr19:57888780-57889280,8.742321425130816,4.03508,1
chr19:57888988-57889488,8.742321425130816,3.59004,1
chr9:3240594-3241094,8.730487055782083,51.4418,1
chr12:117236411-117236911,8.730487055782083,87.9351,1
chr16:48156678-48157178,8.730487055782083,44.4015,1
chr15:27059543-27060043,8.730487055782083,20.5851,1
chr1:41432672-41433172,8.730487055782083,82.3929,1
chr4:1579282-1579782,8.730487055782083,23.8915,1
chr4:1579081-1579581,8.730487055782083,25.69,1
chr7:74067756-74068256,8.721246399047171,88.4136,1
chr1:22674064-22674564,8.721246399047171,65.3564,1
chr1:27395303-27395803,8.721246399047171,90.1836,1
chr9:32968368-32968868,8.721246399047171,47.7275,1
chr12:118713930-118714430,8.721246399047171,55.4104,1
chr14:106774844-106775344,8.721246399047171,11.4431,1
chr20:48620414-48620914,8.721246399047171,269.474,1
chr15:98421543-98422043,8.721246399047171,107.525,1
chr2:69565271-69565771,8.714442690992227,74.8233,1
chr2:74250054-74250554,8.714442690992227,56.5255,1
chr19:7568298-7568798,8.714442690992227,30.4068,1
chr6:34163751-34164251,8.714442690992227,67.4076,1
chr10:97676622-97677122,8.714442690992227,57.9431,1
chr5:117454626-117455126,8.705533773838408,89.3339,1
chr9:96317293-96317793,8.705533773838408,104.814,1
chr5:136212333-136212833,8.705533773838408,79.9933,1
chr6:165850377-165850877,8.705533773838408,47.0478,1
chr13:24683785-24684285,8.705533773838408,42.6597,1
chr16:72124820-72125320,8.705533773838408,66.0151,1
chr5:136212131-136212631,8.705533773838408,103.377,1
chr20:57594249-57594749,8.705533773838408,167.096,1
chr6:32868135-32868635,8.705533773838408,78.6376,1
chr5:141512275-141512775,8.69680394257951,79.6267,1
chr11:86456027-86456527,8.69680394257951,102.235,1
chr1:167540318-167540818,8.69680394257951,40.9528,1
chr9:127503901-127504401,8.69680394257951,86.3817,1
chr19:6218408-6218908,8.69680394257951,34.4053,1
chr20:53217042-53217542,8.686132779630846,86.1846,1
chr17:47889876-47890376,8.686132779630846,154.83,1
chr3:49170913-49171413,8.686132779630846,42.8063,1
chr7:101538737-101539237,8.686132779630846,107.982,1
chr8:130802516-130803016,8.686132779630846,73.3316,1
chr20:53217243-53217743,8.686132779630846,72.7749,1
chr5:108260693-108261193,8.686132779630846,69.2031,1
chr17:55513950-55514450,8.686132779630846,120.207,1
chr12:111313698-111314198,8.686132779630846,96.1226,1
chr22:46006257-46006757,8.686132779630846,36.2128,1
chrX:69285952-69286452,8.686132779630846,29.115,1
